,"ENFERMEDAD","SINTOMAS"
891,"Malaria","Tengo fiebre alta, picazón severa, escalofríos y vómitos. Además, he estado sudando mucho y tengo dolor de cabeza. También me han estado molestando náuseas y dolor muscular."
892,"Malaria","Fuertes picores, escalofríos, náuseas y fiebre alta son parte de mi condición actual. Además de tener dolor de cabeza, he estado sudando mucho. He estado incómodo por náuseas y dolor muscular también."
893,"Malaria","Fuertes picores, escalofríos, náuseas y fiebre alta son parte de mi condición actual. Además, tengo dolor de cabeza y he estado sudando mucho. He estado sufriendo náuseas y dolor muscular."
894,"Malaria","Tengo fiebre alta, picazón severa, escalofríos y vómitos. También tengo dolor de cabeza y he estado sudando mucho. Mi malestar también ha sido provocado por náuseas y dolor muscular."
895,"Malaria","He estado experimentando picazón intensa, escalofríos, vómitos y fiebre alta. También estoy sudando mucho y tengo dolor de cabeza. Las náuseas y el dolor muscular me han estado haciendo sentir miserable."
896,"Malaria","Me han estado aquejando intenso rascado, escalofríos, náuseas y fiebre alta. También tengo dolor de cabeza y estoy sudando mucho. He estado terrible con náuseas y dolor muscular."
897,"Malaria","Junto con fiebre alta, he tenido escalofríos, vómitos y picazón severa. Además de tener dolor de cabeza, también estoy sudando mucho. He estado terrible con náuseas y dolor muscular."
898,"Malaria","Junto con fiebre alta, he tenido escalofríos, vómitos y picazón severa. Junto con mi dolor de cabeza y sudoración excesiva, me he estado sintiendo fatal con náuseas y dolor muscular."
899,"Malaria","He tenido picazón severa, escalofríos, vómitos y fiebre alta. También estoy sudando excesivamente y tengo dolor de cabeza. También me han estado causando mucha incomodidad náuseas y dolor muscular."
900,"Infección del Tracto Urinario","Necesidad frecuente de orinar con poca cantidad, dolor al orinar, orina turbia o con sangre, orina de olor fuerte o fétido, dolor pélvico, fiebre baja, náuseas y vómitos."
901,"Infección del Tracto Urinario","Tengo ganas frecuentes de orinar por la noche con poca cantidad y mucho dolor al orinar. La orina es turbia y a veces con sangre y maloliente, y tengo náuseas."
902,"Infección del Tracto Urinario","Siento una sensación de ardor al orinar. A veces mucho dolor y orina maloliente. He tenido más ganas de orinar por la noche."
903,"Infección del Tracto Urinario","He tenido sangre en la orina. A veces tengo náuseas al orinar. Esto casi siempre coincide con que tengo fiebre alta."
904,"Infección del Tracto Urinario","Mi orina se ve turbia y tiene un olor fuerte y fétido. Con frecuencia tengo ganas de orinar por la noche y he tenido fiebre alta desde que empezaron estos síntomas."
905,"Infección del Tracto Urinario","Tengo dolor en el abdomen y a menudo tengo fiebre. Tengo ganas repentinas e intensas de orinar. El dolor es casi constante y a menudo aumenta por la noche. Mi orina casi siempre huele mal."
906,"Infección del Tracto Urinario","He tenido con frecuencia ganas repentinas e intensas de orinar. A veces hay sangre en mi orina y es muy maloliente. Creo que tengo una infección, ¿qué hago?"
907,"Infección del Tracto Urinario","A veces tengo sangre en la orina y a veces náuseas al orinar. También tengo mal olor en la orina y a veces tengo fiebre alta por la noche, ayuda."
908,"Infección del Tracto Urinario","Tengo dolor en la parte baja del abdomen y una sensación de ardor al orinar. También he tenido fiebre baja desde que empecé a tener estos otros síntomas. He estado débil por esto."
909,"Infección del Tracto Urinario","Hay sangre en mi orina y tengo fiebre baja. Me duele la cabeza casi todo el tiempo y tengo ganas muy fuertes e incontrolables de orinar. También he tenido dolor en la parte baja de la espalda."
910,"Infección del Tracto Urinario","He tenido fiebre baja y orina con sangre desde hace unos días. Me duele muchísimo la cabeza y la orina también huele muy mal. Casi no tengo control al orinar y las ganas me vienen muy de repente."
911,"Infección del Tracto Urinario","Tengo dolor cerca de la región pélvica y vomito mucho. A veces hay sangre en mi orina y casi siempre tiene un olor muy fétido. A veces me duele la cabeza y tengo problemas para dormir por esto."
912,"Infección del Tracto Urinario","Tengo que ir al baño constantemente para aliviarme, pero no puedo vaciar la vejiga. Tengo estas ganas muy fuertes e incontrolables de orinar y a veces tengo orina oscura o con sangre."
913,"Infección del Tracto Urinario","He tenido fiebre muy baja y una orina muy maloliente. La zona cerca de los riñones me duele mucho y no puedo contener la orina. A menudo tengo estas ganas incontrolables."
914,"Infección del Tracto Urinario","Tengo que ir al baño todo el tiempo, pero la cantidad de orina es muy poca, a menudo solo unas gotas. Me duele mucho el estómago y no puedo controlar las ganas de orinar."
915,"Infección del Tracto Urinario","Mi orina es oscura y a menudo con sangre y tiene un olor muy insoportable. He tenido fluctuaciones de temperatura con bastante frecuencia y a menudo no puedo dormir por la noche por esto."
916,"Infección del Tracto Urinario","He estado teniendo dolor en la vejiga y he estado teniendo..."
917,"Infección del Tracto Urinario","He estado orinando con sangre. Ocasionalmente siento náuseas al orinar. Con frecuencia casi tengo fiebre al mismo tiempo."
918,"Infección del Tracto Urinario","Mi orina tiene un olor fuerte y desagradable y un aspecto turbio. Desde que empezaron a aparecer estos síntomas, siento regularmente el deseo de orinar por la noche y he estado experimentando fiebre alta."
919,"Infección del Tracto Urinario","Me duele el estómago y con frecuencia tengo fiebre. Siento unas ganas repentinas e intensas de orinar. La molestia está prácticamente siempre presente y con frecuencia empeora por la noche. Mi orina casi siempre huele mal."
920,"Infección del Tracto Urinario","He estado experimentando ganas frecuentes, intensas y repentinas de orinar. A veces tengo sangre en la orina y huele fatal. ¿Qué debo hacer si creo que tengo una infección?"
921,"Infección del Tracto Urinario","Ocasionalmente orino con sangre y a veces siento náuseas al hacerlo. ¡Ayuda! También a veces tengo fiebre alta por la noche y un olor terrible en la orina."
922,"Infección del Tracto Urinario","Tengo dolor en la parte baja del abdomen y una sensación de ardor al orinar. Desde que empecé a experimentar estos síntomas adicionales, también he estado teniendo temperatura corporal baja. He estado débil como resultado de esto."
923,"Infección del Tracto Urinario","Tengo fiebre leve y sangre en la orina. Me duele la cabeza casi constantemente, y con frecuencia tengo ganas intensas e involuntarias de orinar. Además, he estado experimentando dolor en la parte baja de la espalda."
924,"Infección del Tracto Urinario","Desde hace unos días, he estado experimentando fiebre baja y orina con sangre. Me duele la cabeza de forma insoportable y la orina huele fatal. Apenas puedo controlar cuándo orinar, y las ganas me vienen de repente."
925,"Infección del Tracto Urinario","Vomito con frecuencia y tengo molestias en la zona pélvica. Mi orina a veces huele casi insoportablemente mal, y ocasionalmente tiene sangre. Debido a mis dolores de cabeza a veces, tengo problemas para conciliar el sueño."
926,"Infección del Tracto Urinario","Tengo que usar el baño con frecuencia para aliviarme, pero no consigo vaciar la vejiga. Ocasionalmente tengo ganas intensas e incontrolables de orinar, así como orina oscura o rojiza."
927,"Infección del Tracto Urinario","He estado experimentando un estado de ánimo muy bajo y muy mal olor en la orina. No consigo retener la orina, y la zona cerca de los riñones me duele mucho. Con frecuencia tengo estas ganas irracionales."
928,"Infección del Tracto Urinario","Tengo que usar el baño con frecuencia, pero normalmente solo salen unas gotas de orina. Me duele mucho el estómago y no puedo controlar las ganas de orinar."
929,"Infección del Tracto Urinario","Mi orina es con frecuencia oscura, rojiza y tiene un olor muy extraño. He estado experimentando cambios de temperatura muy a menudo, lo que normalmente me impide dormir por la noche."
930,"Infección del Tracto Urinario","Se ha encontrado sangre en mi orina. A veces tengo náuseas al orinar. Con frecuencia siento como si tuviera fiebre."
931,"Infección del Tracto Urinario","Mi orina huele fuerte y tiene un aspecto turbio. He tenido fiebre alta y ganas regulares de orinar por la noche desde que estos síntomas aparecieron por primera vez."
932,"Infección del Tracto Urinario","He estado teniendo ganas frecuentes, fuertes y repentinas de orinar. Ocasionalmente orino con sangre y el olor es horrible. ¿Qué debo hacer si creo que estoy infectado?"
933,"Infección del Tracto Urinario","En raras ocasiones, orino con sangre y tengo náuseas leves. ¡Ayuda! También ocasionalmente tengo fiebre alta por la noche y un olor a orina terrible."
934,"Infección del Tracto Urinario","Me duele la parte baja del abdomen y, cuando orino, siento como si explotara. He estado teniendo temperatura corporal baja desde que empecé a tener estos nuevos síntomas. Debido a esto, he estado débil."
935,"Infección del Tracto Urinario","Tengo sangre en la orina y temperatura corporal baja. Tengo dolores de cabeza prácticamente continuos y a menudo una necesidad fuerte e incontrolable de orinar. Además, he empezado a tener dolor en la parte baja de la espalda."
936,"Infección del Tracto Urinario","He tenido fiebre baja y orina con sangre durante los últimos cuatro días. Mi orina huele fatal y me duele muchísimo la cabeza. Apenas tengo control sobre cuándo orino, y las ganas me vienen sin previo aviso."
937,"Infección del Tracto Urinario","Vomito regularmente y tengo dolor pélvico. Ocasionalmente hay sangre en mi orina, y a veces tiene un olor absolutamente intolerable. Ocasionalmente tengo problemas para conciliar el sueño debido a mis migrañas."
938,"Infección del Tracto Urinario","Necesito aliviarme con frecuencia, pero no consigo que mi vejiga se vacíe. A veces tengo ganas intensas e incontrolables de orinar, junto con orina oscura o roja."
939,"Infección del Tracto Urinario","Mi ánimo ha estado increíblemente bajo y mi orina huele fatal. La zona de los riñones me duele mucho y no consigo retener la orina. Tengo estas ganas irracionales todo el tiempo."
940,"Infección del Tracto Urinario","Tengo que ir al baño mucho, pero generalmente solo salen unas gotas de orina. Tengo dolores de estómago severos y unas ganas abrumadoras de orinar."
941,"Infección del Tracto Urinario","Mi orina a menudo tiene un olor extraño, es de color rojizo o negro, o ambas cosas. Mi temperatura corporal ha estado fluctuando a menudo, lo que normalmente me mantiene despierto por la noche."
942,"Infección del Tracto Urinario","He notado sangre al orinar. Ocasionalmente me siento mal después de orinar. Con frecuencia siento como si tuviera fiebre."
943,"Infección del Tracto Urinario","Mi orina tiene un olor fuerte y un aspecto turbio. Desde que empezaron estos síntomas, he tenido fiebre alta y ganas frecuentes de orinar por la noche."
944,"Infección del Tracto Urinario","Ocasionalmente orino con sangre y me siento un poco mareado. ¡Ayuda! También ocasionalmente tengo olores de orina horribles y fiebre excesiva por la noche."
945,"Infección del Tracto Urinario","Me duele la parte baja del abdomen, y siento como si fuera a explotar cuando orino. Desde que empecé a experimentar estos nuevos síntomas, mi temperatura corporal ha estado constantemente baja. Por eso he estado débil."
946,"Infección del Tracto Urinario","En los últimos cuatro días, he tenido fiebre baja y sangre en la orina. Me duele mucho la cabeza y mi orina huele fatal. Las ganas de orinar rara vez aparecen a tiempo, y casi nunca tengo control sobre cuándo lo hacen."
947,"Infección del Tracto Urinario","Mi orina con frecuencia tiene un olor extraño y es roja o negra, o ambas. Los frecuentes cambios en mi temperatura corporal normalmente me mantienen despierto por la noche."
948,"Infección del Tracto Urinario","Mi orina huele fuerte y parece turbia. He tenido fiebre y ganas frecuentes de orinar por la noche desde que comenzaron estos síntomas."
949,"Infección del Tracto Urinario","He tenido fiebre baja y sangre en la orina durante los últimos tres días. Mi orina huele fatal y me duele muchísimo la cabeza. Las ganas de orinar rara vez aparecen a tiempo, y casi nunca tengo control sobre cuándo lo hacen."
950,"Alergia","Tengo secreción nasal y estornudo todo el tiempo. Me pican los ojos y a menudo lloran, y toso todo el tiempo. Me duele la cabeza todo el tiempo."
951,"Alergia","Tengo dolor de garganta y estornudo todo el tiempo. A veces tengo hinchazón en la cara, como en los labios y cerca de los ojos. Simplemente no puedo parar de estornudar una vez que empiezo."
952,"Alergia","Tengo dificultad para respirar y falta de aire. Toso de forma incontrolable y me pican los ojos, y tengo hinchazón en la cara y otras partes del cuerpo."
953,"Alergia","Tengo congestión nasal y la nariz tapada. A veces por la noche tengo dolor y opresión en el pecho. También he perdido el sentido del olfato y del gusto."
954,"Alergia","Tengo síntomas parecidos al asma, como sibilancias y dificultad para respirar. A menudo tengo fiebre y dolores de cabeza. Me siento cansado todo el tiempo."
955,"Alergia","Me siento cansado todo el tiempo, he perdido el gusto y tengo la garganta muy irritada. También tengo fiebre a menudo y dolores musculares. A veces todo mi cuerpo simplemente se acalambra."
956,"Alergia","He estado experimentando pérdida de apetito y tengo dificultad para tragar la comida. También he estado sufriendo dolor de garganta y secreción nasal."
957,"Alergia","Me siento fatigado todo el tiempo y tengo una sensación de hormigueo en la garganta. También he desarrollado piel escamosa. A veces tengo los ojos hinchados y a veces también se me hincha la cara."
958,"Alergia","Tengo calambres estomacales, náuseas y diarrea. Tengo la garganta hinchada y dificultad para respirar. A veces por la noche me duele el pecho y tengo náuseas."
959,"Alergia","Tengo la piel enrojecida y con picazón. A veces esto provoca descamación. Se me hinchan la cara y los labios y me causa muchas molestias. A veces me lloran los ojos y tengo dolores de cabeza cuando la hinchazón es severa."
960,"Alergia","Estornudo a menudo y tengo secreción nasal. Me pican los ojos y con frecuencia lloran, y toso con frecuencia. Me duele la cabeza constantemente."
961,"Alergia","Estornudo a menudo y tengo dolor de garganta. Mis labios y el área alrededor de los ojos se hinchan ocasionalmente. Una vez que empiezo a estornudar, simplemente no puedo parar."
962,"Alergia","Tengo problemas para respirar y me falta el aire. Tengo tos seca y persistente, picazón en los ojos e hinchazón en toda la cara y el cuerpo."
963,"Alergia","Tengo la nariz tapada y congestión nasal. Ocasionalmente tengo rigidez y molestias en el pecho por la noche. También he perdido la capacidad de saborear y oler."
964,"Alergia","Tengo síntomas de asma, como sibilancias y problemas respiratorios. Con frecuencia tengo dolores de cabeza y fiebre. Todo el tiempo me siento agotado."
965,"Alergia","Siempre me siento agotado, tengo mal sabor de boca y la garganta extremadamente irritada. También tengo dolor muscular y calor. A veces, todo mi cuerpo simplemente se acalambra."
966,"Alergia","He estado perdiendo el apetito y también tengo problemas para tragar. Me ha estado goteando la nariz y tengo dolor de garganta."
967,"Alergia","Siempre estoy agotado y siento un hormigueo en la garganta. También he empezado a tener la piel seca. Ocasionalmente se me hinchan los ojos."
968,"Alergia","Siento náuseas, mareo y vértigo. Tengo la garganta hinchada y estoy teniendo problemas para respirar. Ocasionalmente tengo molestias en el pecho y náuseas por la noche."
969,"Alergia","Mi piel está enrojecida y me pica. A veces puede descamarse. Mis mejillas y labios se hinchan, lo cual es realmente molesto. Ocasionalmente tengo dolores de cabeza y ojos llorosos debido a la hinchazón."
970,"Alergia","Estornudo con frecuencia y me gotea la nariz. Toso constantemente y tengo los ojos irritados y llorosos. Me duele la cabeza todo el tiempo."
971,"Alergia","Tengo dolor de garganta y estornudo con frecuencia. A veces la piel alrededor de los ojos y los labios se me hincha. Simplemente no puedo dejar de estornudar una vez que empiezo."
972,"Alergia","Tengo problemas respiratorios y me falta el aliento. Tengo la cara y el torso hinchados, me pican los ojos y tengo tos seca y persistente."
973,"Alergia","Tengo congestión nasal y la nariz tapada. En ocasiones, durante la noche, tengo rigidez y dolor en el pecho. Además, he perdido los sentidos del gusto y del olfato."
974,"Alergia","Tengo problemas respiratorios y sibilancias, que son síntomas de asma. Regularmente tengo fiebre y dolores de cabeza. Me siento constantemente agotado."
975,"Alergia","Siempre me siento agotado, tengo un sabor desagradable en la boca y la garganta me pica mucho. También tengo los músculos calientes y doloridos. A veces todo mi cuerpo se acalambra."
976,"Alergia","Junto con la pérdida de apetito, he estado teniendo problemas para tragar. Tengo dolor de garganta y me ha estado goteando la nariz."
977,"Alergia","Siempre me siento agotado y tengo un cosquilleo en la garganta. Mi piel también ha empezado a sentirse seca. Ocasionalmente tengo hinchazón ocular."
978,"Alergia","Estoy mareado, con náuseas y tembloroso. Tengo problemas para respirar porque tengo la garganta hinchada. En ocasiones, durante la noche, me duele el pecho y me siento enfermo."
979,"Alergia","Mi piel está irritada e inflamada. A veces, puede descamarse. Mis labios y mejillas se hinchan, y es realmente desagradable. Debido a la hinchazón, ocasionalmente tengo dolores de cabeza y ojos llorosos."
980,"Alergia","Me gotea la nariz y estornudo mucho. Tengo los ojos llorosos y me duelen, y toso todo el tiempo. Me duele la cabeza constantemente."
981,"Alergia","Estornudo mucho y tengo dolor de garganta. Mis labios y la piel alrededor de los ojos se me hinchan ocasionalmente. Una vez que empiezo, simplemente no puedo dejar de estornudar."
982,"Alergia","Tengo problemas respiratorios y me quedo sin aliento con facilidad. Me duelen los ojos, tengo tos seca y persistente, y tengo la cara y el cuerpo hinchados."
983,"Alergia","Tengo la nariz tapada y congestión nasal. Ocasionalmente tengo rigidez y molestias en el pecho durante la noche. También he perdido la capacidad de oler y saborear."
984,"Alergia","Tengo sibilancias y dificultades respiratorias, que son síntomas de asma. Con frecuencia tengo dolores de cabeza y fiebre. Estoy continuamente agotado."
985,"Alergia","Siempre me siento agotado, tengo mal sabor de boca y me pica mucho la garganta. También tengo los músculos calientes y doloridos. A veces todo mi cuerpo puede acalambrarse."
986,"Alergia","He estado perdiendo el apetito y teniendo problemas para tragar. Me ha estado goteando la nariz y tengo dolor de garganta."
987,"Alergia","Siempre tengo un cosquilleo en la garganta y me siento fatigado. Mi piel también ha empezado a sentirse seca. Tengo edema ocular en ocasiones."
988,"Alergia","Siento náuseas, malestar y estoy tambaleante. Tengo la garganta hinchada y me está dificultando la respiración. Ocasionalmente me duele el pecho durante toda la noche y a veces me siento enfermo."
989,"Alergia","Mi piel está hinchada y me pica. En ocasiones puede descamarse. Me duele mucho cuando se me hinchan las mejillas y los labios. A veces tengo dolores de cabeza y ojos llorosos por la hinchazón."
990,"Alergia","Estornudo mucho y me gotea la nariz. Me duelen los ojos y están húmedos, y croo con frecuencia. Me duele la cabeza todo el tiempo."
991,"Alergia","Tengo dolor de garganta y muchos estornudos. Hay veces que la piel alrededor de los ojos y los labios se me hincha. Me doy cuenta de que una vez que empiezo, simplemente no puedo parar."
992,"Alergia","Tengo problemas para respirar y me quedo sin aliento fácilmente. Tengo la cara y el torso hinchados, me duelen los ojos y tengo tos seca y persistente."
993,"Alergia","Tengo congestión nasal y la nariz tapada. En ocasiones, durante la noche, tengo rigidez y dolor en el pecho. También he perdido los sentidos del gusto y del olfato."
994,"Alergia","Tengo problemas respiratorios y sibilancias, que son síntomas de asma. Regularmente tengo fiebre y dolores de cabeza. Siempre estoy agotado."
995,"Alergia","Con frecuencia tengo agotamiento, un sabor terrible en la boca y picazón en la garganta. También tengo los músculos ardientes e incómodos. A veces tengo calambres en todo el cuerpo."
996,"Alergia","Mi apetito ha disminuido y he estado teniendo problemas para tragar. Tengo dolor de garganta y me ha estado goteando la nariz."
997,"Alergia","Siempre tengo un cosquilleo en la garganta y estoy agotado. Además, mi piel ha empezado a sentirse seca. La inflamación ocular me afecta ocasionalmente."
998,"Alergia","Estoy con náuseas, enfermo y tembloroso. Tengo la garganta muy hinchada, lo que me dificulta respirar. Ocasionalmente tengo dolores en el pecho por la noche y náuseas ocasionales."
999,"Alergia","Me pica la piel y está hinchada. A veces, puede descamarse. Me duele mucho la hinchazón de labios y mejillas. La hinchazón me da ocasionalmente dolores de cabeza y ojos llorosos."
1000,"Enfermedad por Reflujo Gastroesofágico","A menudo tengo una sensación de ardor en la garganta, especialmente después de comer. A veces esto también deja un sabor agrio o amargo en la boca y me dan náuseas por esto."
1001,"Enfermedad por Reflujo Gastroesofágico","Tengo acidez estomacal e indigestión. A menudo vomito todo lo que como y tengo dificultad para tragar la comida porque se me queda atascada en la garganta. Tengo un dolor persistente en la parte superior del abdomen."
1002,"Enfermedad por Reflujo Gastroesofágico","Tengo eructos frecuentes. Tengo dolor en el pecho que a menudo se irradia a la nuca, la mandíbula y el brazo. Siento una opresión y presión en el pecho."
1003,"Enfermedad por Reflujo Gastroesofágico","Tengo un sabor agrio persistente en la boca, incluso cuando no he comido nada ácido. Tengo hipo frecuente y una sensación de nudo en la garganta."
1004,"Enfermedad por Reflujo Gastroesofágico","Tengo mal aliento crónico y un sabor agrio en la boca. A veces se me hace difícil tragar la comida por esta sensación de hormigueo en la garganta."
1005,"Enfermedad por Reflujo Gastroesofágico","Tengo acidez estomacal e indigestión frecuentes, sobre todo al comer alimentos picantes o grasos. Tengo dolor en el pecho que empeora al acostarme o agacharme. También tengo a menudo dolor en el pecho."
1006,"Enfermedad por Reflujo Gastroesofágico","Tengo pérdida de apetito y dificultad para tragar. A menudo tengo esa sensación persistente de estar lleno, incluso después de comer comidas pequeñas. Normalmente vomito y tengo acidez y una sensación de hormigueo en la garganta."
1007,"Enfermedad por Reflujo Gastroesofágico","Tengo dolor de garganta o ronquera, sobre todo por la mañana. Tengo un dolor crónico y persistente en la garganta y mal aliento. También tengo eructos frecuentes."
1008,"Enfermedad por Reflujo Gastroesofágico","Tengo la sensación de que la comida o el ácido me suben a la garganta. Tengo dolor en el pecho que empeora si me acuesto. Tengo acidez estomacal o indigestión frecuentes después de comer y vomito."
1009,"Enfermedad por Reflujo Gastroesofágico","Siento malestar después de comer y normalmente vomito lo que he comido. Siempre tengo este dolor en el abdomen y tengo un reflujo ácido muy fuerte."
1010,"Enfermedad por Reflujo Gastroesofágico","Me arde la garganta con frecuencia, sobre todo después de comer. Además, de vez en cuando tengo un sabor agrio o amargo que me provoca náuseas."
1011,"Enfermedad por Reflujo Gastroesofágico","Tengo indigestión y acidez. Vomito con frecuencia todo lo que como y me cuesta tragar la comida porque se me queda atascada en la garganta. Me molesta la parte superior del abdomen."
1012,"Enfermedad por Reflujo Gastroesofágico","Eructo con frecuencia. A menudo tengo molestias en el pecho que se extienden a la nuca, la mandíbula y el brazo. Siento presión y tensión en el pecho."
1013,"Enfermedad por Reflujo Gastroesofágico","Incluso cuando no tengo nada ácido en el estómago, tengo constantemente un sabor agrio en la boca. Tengo hipo con frecuencia y un nudo en la garganta."
1014,"Enfermedad por Reflujo Gastroesofágico","Siempre tengo mal aliento y un sabor agrio en la boca, y de vez en cuando, el hormigueo en la garganta me dificulta tragar la comida."
1015,"Enfermedad por Reflujo Gastroesofágico","Tengo acidez e indigestión con frecuencia, sobre todo después de comer alimentos picantes o grasos. Al tumbarme o agacharme, las molestias en el pecho empeoran. También me duele bastante el pecho."
1016,"Enfermedad por Reflujo Gastroesofágico","No tengo ganas de comer y me cuesta tragar. Incluso después de comer poco, tengo a menudo esa sensación persistente de estar lleno. Normalmente tengo acidez, náuseas y hormigueo en la garganta."
1017,"Enfermedad por Reflujo Gastroesofágico","A menudo me levanto con dolor de garganta o voz rasposa. Me duele la garganta constantemente y también tengo mal aliento. También eructo con frecuencia."
1018,"Enfermedad por Reflujo Gastroesofágico","Siento como si el ácido o la comida me subieran a la garganta. Me duele el pecho y tumbarme lo empeora. Después de comer, tengo con frecuencia acidez o indigestión y vomito."
1019,"Enfermedad por Reflujo Gastroesofágico","Después de comer, tengo náuseas y con frecuencia vomito todo lo que he comido. Siempre tengo un fuerte dolor abdominal y un reflujo ácido terrible."
1020,"Enfermedad por Reflujo Gastroesofágico","Sobre todo después de comer, siento la garganta como si me ardiera con frecuencia. También tengo de vez en cuando un regusto amargo o agrio que me hace sentir mal."
1021,"Enfermedad por Reflujo Gastroesofágico","Tengo acidez e indigestión. Vomito con regularidad todo lo que como y la comida se me queda atascada en la garganta, lo que me dificulta tragar. Tengo un dolor en la parte superior del abdomen."
1022,"Enfermedad por Reflujo Gastroesofágico","Eructar es algo común en mí. A menudo tengo dolor en el pecho que se irradia a la nuca, la mandíbula y el brazo. En el pecho, hay presión y tensión."
1023,"Enfermedad por Reflujo Gastroesofágico","Tengo un sabor agrio en la boca todo el tiempo, incluso cuando no hay nada ácido en el estómago. A menudo tengo hipo y un nudo en la garganta."
1024,"Enfermedad por Reflujo Gastroesofágico","Periódicamente me resulta difícil tragar la comida debido al hormigueo en la garganta, al mal aliento y al mal sabor de boca."
1025,"Enfermedad por Reflujo Gastroesofágico","Tengo indigestión y acidez con regularidad, sobre todo después de comer alimentos picantes o grasos. Me duele más el pecho al encorvarme o al tumbarme. Además, me duele mucho el pecho."
1026,"Enfermedad por Reflujo Gastroesofágico","No estoy de humor para comer y me cuesta tragar. A menudo tengo esa sensación persistente de estar lleno incluso después de comidas pequeñas. Mis síntomas típicos incluyen acidez, náuseas y hormigueo en la garganta."
1027,"Enfermedad por Reflujo Gastroesofágico","Con frecuencia me levanto con voz rasposa o dolor de garganta. Tengo mal aliento y un dolor de garganta continuo. También vomito mucho."
1028,"Enfermedad por Reflujo Gastroesofágico","Siento como si la comida o el ácido me subieran por la garganta. Tumbarme solo empeora el dolor de pecho. Con regularidad tengo acidez o indigestión después de comer y vomito."
1029,"Enfermedad por Reflujo Gastroesofágico","A menudo me siento mal después de comer y vomito toda la comida. Constantemente tengo un reflujo ácido insoportable y un dolor de estómago severo."
1030,"Enfermedad por Reflujo Gastroesofágico","A menudo siento la garganta como si me ardiera, sobre todo después de comer. Un regusto amargo o agrio que experimento ocasionalmente también me hace sentir mal."
1031,"Enfermedad por Reflujo Gastroesofágico","Tengo indigestión y acidez. Vomito con frecuencia todo lo que como y me cuesta tragar ya que la comida se me queda atascada en la garganta. Tengo molestias en la parte superior del abdomen."
1032,"Enfermedad por Reflujo Gastroesofágico","Tiendo a eructar con frecuencia. A menudo tengo dolor en el pecho que se extiende al brazo, la mandíbula y la nuca. Hay presión y tensión en el pecho."
1033,"Enfermedad por Reflujo Gastroesofágico","Incluso cuando no tengo nada ácido en el estómago, tengo constantemente un sabor agrio en la boca. Con frecuencia tengo un nudo en la garganta e hipo."
1034,"Enfermedad por Reflujo Gastroesofágico","Periódicamente, el hormigueo en la garganta, el mal aliento y el mal sabor de boca me dificultan tragar la comida."
1035,"Enfermedad por Reflujo Gastroesofágico","Sufro acidez e indigestión de forma rutinaria, sobre todo después de consumir alimentos picantes o grasos. Al inclinarme hacia delante o al tumbarme, las molestias en el pecho empeoran. También me duele mucho el pecho."
1036,"Enfermedad por Reflujo Gastroesofágico","No tengo ganas de comer y me cuesta tragar. Incluso después de comidas pequeñas, tengo a menudo esa sensación persistente de estar lleno. Mis síntomas normales incluyen náuseas, acidez y hormigueo en la garganta."
1037,"Enfermedad por Reflujo Gastroesofágico","Me levanto con regularidad con voz rasposa o dolor de garganta. Tengo la garganta constantemente irritada y un aliento horrible. Vomito con frecuencia."
1038,"Enfermedad por Reflujo Gastroesofágico","Siento como si la comida o el ácido me subieran por la garganta. Las molestias en el pecho solo empeoran cuando estoy tumbado. Después de comer, tengo con frecuencia acidez o indigestión y vomito."
1039,"Enfermedad por Reflujo Gastroesofágico","Después de comer, con frecuencia me siento mal y vomito toda la comida. Sufro un doloroso reflujo ácido y unas molestias estomacales insoportables todo el tiempo."
1040,"Enfermedad por Reflujo Gastroesofágico","Sobre todo después de comer, siento la garganta como si me abrasara con frecuencia. De vez en cuando tengo un regusto amargo o agrio que me hace sentir mal."
1041,"Enfermedad por Reflujo Gastroesofágico","Tengo acidez e indigestión. Vomito con regularidad todo lo que como y me cuesta tragar ya que la comida se me queda atascada en la garganta. Estoy experimentando dolor en la parte superior del abdomen."
1042,"Enfermedad por Reflujo Gastroesofágico","Tengo tendencia a eructar con regularidad. A menudo tengo molestias en el pecho que se irradian al brazo, la mandíbula y el cuello. Siento el pecho tenso y estresado."
1043,"Enfermedad por Reflujo Gastroesofágico","Siempre tengo un sabor agrio en la boca, incluso cuando no tengo nada ácido en el estómago. Tengo hipo con regularidad y un nudo en la garganta."
1044,"Enfermedad por Reflujo Gastroesofágico","Ocasionalmente tengo problemas para tragar la comida debido al hormigueo en la garganta, al aliento terrible y al mal sabor de boca."
1045,"Enfermedad por Reflujo Gastroesofágico","Tengo indigestión y acidez con frecuencia, sobre todo después de comer alimentos picantes o grasos. Me duele el pecho al inclinarme hacia delante o al estar tumbado. Además, me duele mucho el pecho."
1046,"Enfermedad por Reflujo Gastroesofágico","Con regularidad me siento mal después de comer y vomito toda la comida. Constantemente tengo unos dolores horribles por el reflujo ácido y molestias estomacales."
1047,"Enfermedad por Reflujo Gastroesofágico","A menudo siento la garganta como si estuviera en llamas, especialmente después de comer. De vez en cuando tengo un regusto agrio o amargo que me hace sentir náuseas."
1048,"Enfermedad por Reflujo Gastroesofágico","Incluso cuando no tengo nada ácido en el estómago, tengo constantemente un sabor agrio en la boca. Con frecuencia tengo un nudo en la garganta e hipo."
